transaction_id,client_id,type,montant_fcfa,operateur,date
86,3,retrait,34737,gimac,2026-04-01
87,3,paiement_facture,30276,gimac,2026-04-10
88,3,transfert,35594,gimac,2025-12-30
89,3,depot,23999,gimac,2026-03-30
90,3,retrait,30914,gimac,2026-01-09
91,3,retrait,36707,gimac,2026-02-06
92,3,paiement_facture,27521,gimac,2026-01-16
93,3,depot,12709,gimac,2026-05-17
94,3,depot,16077,gimac,2026-02-12
95,3,depot,7786,gimac,2026-03-02
96,3,achat_credit,33323,gimac,2026-01-26
97,3,paiement_facture,25690,gimac,2026-01-27
98,3,paiement_facture,26808,gimac,2025-12-22
99,3,achat_credit,26739,gimac,2026-05-12
100,3,transfert,37726,gimac,2026-03-01
101,3,depot,9959,gimac,2026-04-20
102,3,depot,12659,gimac,2025-12-10
103,3,transfert,22626,gimac,2026-05-05
104,3,paiement_facture,5476,gimac,2026-02-15
105,3,achat_credit,11042,gimac,2026-04-08
106,3,retrait,2759,gimac,2026-05-01
107,3,achat_credit,16641,gimac,2026-04-12
108,3,retrait,26399,gimac,2026-03-12
109,3,achat_credit,13248,gimac,2026-04-23
110,3,transfert,36078,gimac,2026-03-05
111,3,depot,15530,gimac,2026-04-20
112,3,achat_credit,21325,gimac,2026-02-18
113,3,achat_credit,35387,gimac,2026-01-29
114,3,achat_credit,23226,gimac,2026-03-16
115,4,transfert,44480,airtel,2026-02-04
116,4,achat_credit,25069,airtel,2026-04-06
117,4,paiement_facture,4793,airtel,2026-04-30
118,4,retrait,37550,airtel,2026-01-25
119,4,transfert,29867,airtel,2026-01-17
120,4,achat_credit,17683,airtel,2026-05-02
121,4,achat_credit,49435,airtel,2026-05-03
122,4,retrait,10364,airtel,2026-03-08
123,4,retrait,49214,airtel,2025-11-29
124,4,transfert,24740,airtel,2026-01-10
125,4,depot,31089,airtel,2026-05-11
126,4,achat_credit,8254,airtel,2026-01-12
127,4,transfert,7577,airtel,2026-02-07
128,4,transfert,21018,airtel,2026-03-20
129,4,depot,42299,airtel,2026-05-03
130,4,achat_credit,40850,airtel,2026-04-24
131,4,achat_credit,43202,airtel,2026-04-08
132,4,paiement_facture,7000,airtel,2026-05-12
133,4,achat_credit,32954,airtel,2026-03-04
134,4,paiement_facture,25885,airtel,2025-12-03
135,4,retrait,52501,airtel,2026-02-25
136,4,transfert,12243,airtel,2026-03-30
137,4,depot,47602,airtel,2026-03-18
138,4,depot,30233,airtel,2026-02-01
139,5,achat_credit,5027,moov,2026-04-24
140,5,transfert,56765,moov,2026-01-26
141,5,transfert,27102,moov,2026-01-19
142,5,achat_credit,56678,moov,2026-02-20
143,5,retrait,10695,moov,2026-03-07
144,5,depot,18562,moov,2026-05-20
145,5,depot,78018,moov,2025-11-26
146,5,retrait,40699,moov,2026-03-31
147,5,transfert,22449,moov,2025-12-08
148,5,achat_credit,10578,moov,2026-04-05
149,5,depot,40156,moov,2026-04-16
150,5,retrait,16679,moov,2026-04-24
151,5,achat_credit,37966,moov,2025-11-25
152,5,achat_credit,5509,moov,2026-01-23
153,5,paiement_facture,22514,moov,2025-12-25
154,5,achat_credit,67261,moov,2025-12-29
155,5,depot,29470,moov,2026-05-10
156,5,achat_credit,68647,moov,2025-12-13
157,5,transfert,68722,moov,2026-02-06
158,5,paiement_facture,59760,moov,2025-12-22
159,5,achat_credit,41186,moov,2026-05-14
160,5,transfert,49081,moov,2026-01-12
161,5,achat_credit,73027,moov,2025-12-01
162,5,transfert,58479,moov,2026-03-25
163,5,paiement_facture,36192,moov,2026-05-19
164,5,achat_credit,8856,moov,2026-01-02
165,5,transfert,12930,moov,2026-01-22
166,5,achat_credit,30454,moov,2025-12-09
167,5,retrait,16315,moov,2026-05-18
168,5,retrait,30232,moov,2026-01-23
169,5,paiement_facture,20766,moov,2026-01-14
170,5,achat_credit,69091,moov,2025-12-20
171,5,achat_credit,71357,moov,2026-04-20
172,6,paiement_facture,46009,moov,2025-12-02
173,6,retrait,55618,moov,2026-01-23
174,6,depot,16954,moov,2025-12-15
175,6,retrait,34942,moov,2025-12-04
176,6,achat_credit,13633,moov,2026-04-02
177,6,achat_credit,55208,moov,2026-04-28
178,6,transfert,18749,moov,2026-03-07
179,6,paiement_facture,68635,moov,2026-05-11
180,6,retrait,26731,moov,2026-03-18
181,6,transfert,57457,moov,2026-04-09
182,6,paiement_facture,56078,moov,2026-05-15
183,6,retrait,10870,moov,2026-02-02
184,6,achat_credit,40103,moov,2026-04-23
185,6,paiement_facture,68270,moov,2026-03-18
186,6,transfert,53682,moov,2026-05-12
187,6,transfert,61918,moov,2026-03-16
188,6,depot,47118,moov,2025-12-20
189,6,depot,55567,moov,2026-01-31
190,6,transfert,54436,moov,2026-04-26
191,6,depot,57174,moov,2026-04-27
192,6,depot,10312,moov,2026-01-14
193,6,retrait,62875,moov,2026-04-01
194,6,transfert,49641,moov,2026-03-10
195,6,depot,51233,moov,2026-01-16
196,6,paiement_facture,45656,moov,2026-04-14
197,6,retrait,11458,moov,2026-04-18
198,6,depot,66702,moov,2026-01-31
199,6,achat_credit,57905,moov,2026-03-22
200,6,retrait,22145,moov,2026-02-25
201,6,achat_credit,20791,moov,2026-05-02
202,6,retrait,44505,moov,2026-02-20
203,6,transfert,52580,moov,2026-04-15
204,6,retrait,54799,moov,2026-02-05
205,6,achat_credit,30409,moov,2026-02-03
206,6,transfert,65541,moov,2026-01-26
207,6,depot,27039,moov,2025-11-30
208,6,depot,12933,moov,2026-01-30
209,6,depot,65006,moov,2026-01-11
210,6,retrait,23975,moov,2026-02-26
211,6,depot,7444,moov,2026-02-01
212,6,retrait,63628,moov,2025-12-05
213,6,transfert,7206,moov,2025-12-27
214,6,transfert,30793,moov,2026-03-09
215,6,paiement_facture,50515,moov,2026-03-07
216,6,paiement_facture,3949,moov,2026-02-24
217,6,retrait,43262,moov,2026-01-08
218,6,retrait,29791,moov,2025-11-25
219,6,transfert,44173,moov,2026-01-04
220,6,paiement_facture,32283,moov,2025-12-08
221,6,retrait,29828,moov,2025-12-08
222,6,transfert,8933,moov,2026-03-07
223,6,retrait,28881,moov,2026-02-27
224,6,paiement_facture,68157,moov,2026-01-10
225,6,transfert,9490,moov,2026-03-30
226,7,retrait,7990,gimac,2026-01-10
227,7,transfert,1635,gimac,2026-05-18
228,7,paiement_facture,6323,gimac,2025-12-23
229,7,depot,21117,gimac,2026-02-04
230,7,paiement_facture,18164,gimac,2026-05-08
231,7,depot,11378,gimac,2025-12-14
232,7,depot,16437,gimac,2026-05-11
233,7,depot,7121,gimac,2026-01-29
234,7,retrait,7954,gimac,2026-01-27
235,7,transfert,12558,gimac,2025-12-26
236,7,paiement_facture,5819,gimac,2025-12-22
237,7,transfert,14616,gimac,2026-03-12
238,7,achat_credit,3912,gimac,2025-12-02
239,7,depot,16050,gimac,2026-01-10
240,7,retrait,11559,gimac,2026-03-01
241,7,retrait,10297,gimac,2026-02-20
242,7,depot,17897,gimac,2026-02-04
243,7,retrait,2332,gimac,2026-04-30
244,7,depot,5432,gimac,2026-01-22
245,7,achat_credit,14817,gimac,2026-02-18
246,7,achat_credit,12423,gimac,2025-12-24
247,7,achat_credit,12938,gimac,2026-03-17
248,7,achat_credit,15065,gimac,2026-01-31
249,7,retrait,17803,gimac,2026-02-06
250,7,achat_credit,3651,gimac,2026-01-14
251,7,transfert,20733,gimac,2026-04-20
252,7,retrait,3467,gimac,2026-01-08
253,7,retrait,10684,gimac,2026-01-27
254,7,depot,8571,gimac,2025-12-31
255,7,depot,18382,gimac,2025-12-20
256,7,paiement_facture,8576,gimac,2026-04-23
257,7,depot,11688,gimac,2026-05-13
258,7,paiement_facture,7263,gimac,2026-02-17
259,7,depot,7040,gimac,2026-03-07
260,7,transfert,3956,gimac,2026-04-17
261,7,paiement_facture,2057,gimac,2026-02-05
262,7,achat_credit,5448,gimac,2026-03-12
263,7,paiement_facture,3554,gimac,2026-05-23
264,7,achat_credit,18750,gimac,2026-05-06
265,7,transfert,12709,gimac,2026-01-20
266,7,achat_credit,19356,gimac,2026-01-28
267,7,transfert,18019,gimac,2026-01-22
268,7,transfert,16546,gimac,2026-04-20
269,7,achat_credit,10432,gimac,2025-12-12
270,8,paiement_facture,27506,moov,2026-04-15
271,8,transfert,25514,moov,2026-05-01
272,8,achat_credit,13165,moov,2026-02-08
273,8,achat_credit,17768,moov,2026-02-26
274,8,retrait,20908,moov,2026-03-13
275,8,paiement_facture,18695,moov,2026-05-17
276,8,transfert,20885,moov,2025-12-31
277,8,transfert,7334,moov,2026-05-02
278,8,depot,18841,moov,2026-01-05
279,8,achat_credit,17192,moov,2025-12-29
280,8,depot,28419,moov,2026-01-15
281,8,retrait,29596,moov,2025-12-06
282,8,retrait,9805,moov,2026-05-19
283,8,transfert,26409,moov,2026-03-22
284,8,transfert,4108,moov,2026-01-30
285,8,transfert,11166,moov,2025-12-19
286,8,depot,16285,moov,2026-05-12
287,8,achat_credit,14655,moov,2026-02-25
288,8,paiement_facture,27305,moov,2026-05-17
289,8,depot,9273,moov,2026-02-15
290,8,paiement_facture,17791,moov,2026-04-28
291,8,depot,7042,moov,2026-04-17
292,8,achat_credit,10758,moov,2026-04-14
293,8,transfert,6639,moov,2025-12-01
294,8,depot,7006,moov,2026-03-01
295,8,paiement_facture,13246,moov,2026-03-08
296,8,paiement_facture,13931,moov,2026-04-17
297,8,depot,12814,moov,2026-03-18
298,8,transfert,7638,moov,2026-05-10
299,8,transfert,8653,moov,2025-12-24
300,8,depot,13100,moov,2026-01-14
301,8,achat_credit,3390,moov,2026-03-16
302,8,achat_credit,13759,moov,2026-01-02
303,8,retrait,13772,moov,2026-05-16
304,8,transfert,9631,moov,2026-05-19
305,8,transfert,4613,moov,2025-12-02
306,8,paiement_facture,25077,moov,2025-12-08
307,8,depot,13749,moov,2025-12-29
308,8,retrait,16554,moov,2025-12-12
309,8,retrait,17751,moov,2026-02-17
310,8,achat_credit,17664,moov,2026-03-22
311,8,depot,15096,moov,2026-01-01
312,8,transfert,30342,moov,2026-01-25
313,8,retrait,21122,moov,2026-03-10
314,8,achat_credit,3376,moov,2026-05-23
315,8,achat_credit,19470,moov,2026-03-15
316,8,retrait,26790,moov,2026-02-23
317,8,paiement_facture,26738,moov,2025-12-25
318,8,transfert,6406,moov,2026-05-12
319,8,depot,3668,moov,2025-12-30
320,8,retrait,22480,moov,2026-02-11
321,8,achat_credit,31471,moov,2026-01-01
322,8,paiement_facture,19846,moov,2026-03-31
323,8,paiement_facture,29872,moov,2025-11-30
324,8,paiement_facture,9747,moov,2026-01-28
325,8,transfert,7879,moov,2026-02-25
326,8,retrait,2050,moov,2026-02-28
327,8,transfert,29179,moov,2025-12-09
328,8,depot,1703,moov,2026-01-22
329,8,transfert,6769,moov,2025-12-02
330,9,depot,14737,gimac,2026-02-12
331,9,achat_credit,2085,gimac,2026-01-06
332,9,achat_credit,4391,gimac,2025-12-02
333,9,retrait,10243,gimac,2025-12-21
334,9,depot,25855,gimac,2025-11-26
335,9,retrait,10555,gimac,2026-01-25
336,9,depot,1546,gimac,2026-01-30
337,9,paiement_facture,18290,gimac,2026-03-13
338,9,transfert,3557,gimac,2026-04-04
339,9,retrait,8876,gimac,2025-12-14
340,9,paiement_facture,25763,gimac,2026-03-25
341,9,transfert,8316,gimac,2026-05-14
342,9,achat_credit,1490,gimac,2026-03-31
343,9,transfert,23014,gimac,2026-04-25
344,9,transfert,13636,gimac,2026-01-15
345,9,transfert,17773,gimac,2026-04-04
346,9,transfert,18336,gimac,2025-12-02
347,9,retrait,2943,gimac,2026-04-09
348,9,transfert,4491,gimac,2026-05-07
349,9,paiement_facture,23291,gimac,2026-03-26
350,9,depot,22459,gimac,2026-04-04
351,9,transfert,18220,gimac,2025-11-27
352,9,achat_credit,18293,gimac,2026-03-20
353,9,depot,24710,gimac,2026-05-23
354,9,achat_credit,12103,gimac,2026-03-02
355,9,transfert,4349,gimac,2026-03-14
356,9,transfert,13675,gimac,2026-01-24
357,9,retrait,23360,gimac,2026-05-12
358,9,achat_credit,8246,gimac,2026-05-11
359,9,depot,12510,gimac,2026-01-07
360,9,depot,6167,gimac,2026-02-12
361,9,retrait,21461,gimac,2025-12-28
362,9,depot,11885,gimac,2025-11-28
363,9,paiement_facture,6224,gimac,2026-03-21
364,9,depot,2880,gimac,2026-03-05
365,9,depot,13286,gimac,2026-05-16
366,9,paiement_facture,21200,gimac,2025-12-23
367,9,achat_credit,7478,gimac,2026-03-20
368,9,depot,25231,gimac,2026-03-23
369,9,retrait,14277,gimac,2026-02-27
370,9,transfert,20665,gimac,2026-05-05
371,9,achat_credit,20374,gimac,2026-01-31
372,9,depot,4426,gimac,2025-12-26
373,9,depot,10727,gimac,2026-05-15
374,9,achat_credit,2859,gimac,2026-04-21
375,9,achat_credit,8833,gimac,2026-05-09
376,9,depot,3853,gimac,2026-05-07
377,9,achat_credit,2615,gimac,2025-12-31
378,9,achat_credit,3703,gimac,2026-02-10
379,9,transfert,22881,gimac,2026-03-25
380,9,achat_credit,12624,gimac,2026-05-21
381,9,transfert,23264,gimac,2026-02-03
382,9,depot,9785,gimac,2026-04-28
383,9,transfert,14215,gimac,2026-01-27
384,9,depot,4007,gimac,2026-04-04
385,9,transfert,19107,gimac,2025-12-22
386,9,retrait,23873,gimac,2026-04-04
387,9,paiement_facture,14008,gimac,2025-12-11
388,9,transfert,13322,gimac,2026-02-05
389,9,retrait,5951,gimac,2026-01-30
390,9,paiement_facture,2822,gimac,2026-05-12
391,9,paiement_facture,12185,gimac,2025-12-25
392,9,transfert,15873,gimac,2026-03-05
393,9,paiement_facture,4990,gimac,2026-04-16
394,9,paiement_facture,9867,gimac,2025-12-20
395,9,retrait,14227,gimac,2026-05-21
396,10,transfert,27834,airtel,2026-03-24
397,10,retrait,23605,airtel,2026-05-10
398,10,retrait,34470,airtel,2026-04-02
399,10,achat_credit,19601,airtel,2026-05-06
400,10,achat_credit,37021,airtel,2025-11-27
401,10,transfert,37049,airtel,2025-12-21
402,10,transfert,50508,airtel,2025-12-30
403,10,retrait,23438,airtel,2026-03-08
404,10,depot,25208,airtel,2026-04-27
405,10,depot,13527,airtel,2026-01-17
406,10,retrait,13707,airtel,2025-12-11
407,10,retrait,33643,airtel,2026-01-24
408,10,paiement_facture,39146,airtel,2026-01-20
409,10,retrait,12827,airtel,2026-02-16
410,10,depot,20659,airtel,2026-05-22
411,10,depot,4109,airtel,2026-02-21
412,10,retrait,17067,airtel,2026-04-17
413,10,paiement_facture,31742,airtel,2025-12-13
414,10,retrait,51117,airtel,2026-05-12
415,10,retrait,16745,airtel,2026-04-03
416,11,transfert,49329,moov,2026-04-09
417,11,depot,29057,moov,2026-03-22
418,11,depot,112563,moov,2026-04-08
419,11,retrait,111126,moov,2026-05-18
420,11,depot,88931,moov,2026-02-15
421,11,paiement_facture,124282,moov,2026-02-26
422,11,paiement_facture,36801,moov,2026-01-27
423,11,transfert,28155,moov,2025-12-05
424,11,depot,117438,moov,2025-12-15
425,11,retrait,24770,moov,2026-04-23
426,11,achat_credit,30709,moov,2026-04-05
427,11,transfert,53658,moov,2025-11-27
428,11,retrait,129419,moov,2026-02-03
429,11,transfert,102533,moov,2026-05-12
430,11,paiement_facture,114016,moov,2026-04-05
431,11,depot,47804,moov,2026-04-15
432,11,retrait,106622,moov,2025-12-13
433,11,achat_credit,128339,moov,2026-01-13
434,11,achat_credit,98035,moov,2026-03-31
435,11,retrait,83905,moov,2025-12-05
436,11,transfert,55400,moov,2026-01-13
437,11,achat_credit,69286,moov,2026-02-17
438,11,paiement_facture,47068,moov,2026-04-08
439,11,achat_credit,93913,moov,2026-01-09
440,11,achat_credit,40344,moov,2026-01-22
441,11,transfert,122406,moov,2025-12-11
442,11,retrait,11216,moov,2025-12-08
443,11,retrait,63441,moov,2026-04-02
444,11,achat_credit,34092,moov,2026-02-11
445,11,paiement_facture,78435,moov,2026-02-16
446,11,retrait,75818,moov,2026-03-19
447,11,transfert,43702,moov,2026-05-02
448,11,depot,35548,moov,2026-02-22
449,11,paiement_facture,71005,moov,2026-01-24
450,11,achat_credit,63324,moov,2026-02-03
451,11,achat_credit,52811,moov,2026-02-08
452,11,depot,40933,moov,2026-03-03
453,11,paiement_facture,62134,moov,2026-04-08
454,11,depot,16154,moov,2025-12-09
455,11,transfert,112528,moov,2026-03-09
456,11,paiement_facture,87521,moov,2026-01-04
457,11,depot,18985,moov,2026-03-26
458,11,retrait,11427,moov,2026-02-20
459,11,paiement_facture,31333,moov,2026-02-27
460,11,paiement_facture,44666,moov,2026-03-20
461,11,retrait,95313,moov,2026-04-05
462,12,paiement_facture,2057,moov,2026-03-18
463,12,achat_credit,29432,moov,2026-03-12
464,12,depot,29417,moov,2026-02-09
465,12,retrait,23774,moov,2026-01-23
466,12,retrait,9426,moov,2026-02-11
467,12,transfert,9632,moov,2026-01-22
468,12,achat_credit,27256,moov,2026-01-02
469,12,paiement_facture,28410,moov,2026-02-25
470,12,achat_credit,16195,moov,2026-04-05
471,12,transfert,16527,moov,2026-03-31
472,12,transfert,14375,moov,2026-05-16
473,12,depot,12049,moov,2026-04-21
474,12,paiement_facture,29032,moov,2026-01-16
475,12,achat_credit,9355,moov,2026-02-26
476,12,transfert,27088,moov,2025-11-29
477,12,depot,12739,moov,2026-03-08
478,12,retrait,28189,moov,2025-12-29
479,12,paiement_facture,34644,moov,2026-04-14
480,12,transfert,22958,moov,2025-12-29
481,12,achat_credit,21075,moov,2025-12-19
482,12,achat_credit,8639,moov,2026-02-15
483,12,retrait,19750,moov,2026-05-07
484,12,transfert,5425,moov,2026-01-22
485,12,paiement_facture,23266,moov,2026-01-28
486,12,transfert,7537,moov,2026-04-30
487,12,transfert,2848,moov,2026-04-08
488,12,retrait,2673,moov,2026-01-18
489,12,achat_credit,32428,moov,2026-05-06
490,12,paiement_facture,8696,moov,2026-03-12
491,12,achat_credit,19411,moov,2025-12-06
492,12,depot,14171,moov,2026-05-09
493,12,achat_credit,12763,moov,2026-04-10
494,12,depot,7053,moov,2026-02-12
495,12,achat_credit,19816,moov,2026-04-20
496,12,retrait,14856,moov,2026-05-06
497,12,paiement_facture,31052,moov,2026-04-20
498,12,achat_credit,29284,moov,2026-02-02
499,12,paiement_facture,22079,moov,2026-04-13
500,12,achat_credit,8598,moov,2025-12-24
501,12,retrait,8555,moov,2026-03-14
502,12,achat_credit,3922,moov,2026-01-29
503,12,transfert,28936,moov,2025-12-20
504,12,achat_credit,32392,moov,2026-02-28
505,12,depot,17335,moov,2026-01-26
506,12,achat_credit,11455,moov,2026-04-30
507,12,paiement_facture,25329,moov,2026-02-24
508,12,retrait,22392,moov,2026-02-12
509,12,transfert,10151,moov,2026-02-06
510,12,retrait,17171,moov,2026-02-02
511,12,achat_credit,20898,moov,2025-11-26
512,12,retrait,33583,moov,2025-11-26
513,12,transfert,10980,moov,2026-04-13
514,12,depot,24196,moov,2026-03-10
515,12,retrait,26211,moov,2025-11-26
516,12,transfert,15605,moov,2026-01-17
517,12,depot,35252,moov,2026-04-22
518,12,paiement_facture,18738,moov,2026-04-27
519,12,paiement_facture,16939,moov,2026-02-08
520,12,achat_credit,18794,moov,2026-03-31
521,12,achat_credit,4232,moov,2026-05-17
522,12,achat_credit,13331,moov,2026-02-15
523,12,depot,15114,moov,2026-04-04
524,12,retrait,5628,moov,2026-03-20
525,12,achat_credit,24319,moov,2026-03-01
526,12,depot,17290,moov,2026-01-19
527,12,achat_credit,23872,moov,2026-01-03
528,12,paiement_facture,17607,moov,2026-04-18
529,12,depot,7509,moov,2026-04-12
530,13,depot,26130,gimac,2026-04-28
531,13,retrait,90265,gimac,2026-01-07
532,13,depot,82302,gimac,2026-05-04
533,13,achat_credit,37044,gimac,2025-12-01
534,13,depot,26210,gimac,2026-02-21
535,13,achat_credit,66491,gimac,2025-12-02
536,13,transfert,11411,gimac,2025-11-26
537,13,depot,81296,gimac,2025-12-10
538,13,achat_credit,84457,gimac,2026-02-13
539,13,depot,73983,gimac,2026-05-10
540,13,retrait,93183,gimac,2026-02-16
541,13,retrait,109284,gimac,2026-02-17
542,13,depot,7805,gimac,2026-04-30
543,13,retrait,44304,gimac,2026-05-20
544,13,retrait,82024,gimac,2025-11-30
545,13,retrait,96572,gimac,2026-04-29
546,13,transfert,10985,gimac,2026-04-11
547,13,paiement_facture,98698,gimac,2026-04-26
548,13,transfert,77232,gimac,2025-12-31
549,13,achat_credit,112191,gimac,2026-03-31
550,13,retrait,19715,gimac,2026-02-03
551,13,retrait,46516,gimac,2026-04-26
552,13,paiement_facture,51695,gimac,2026-05-20
553,13,achat_credit,50223,gimac,2026-05-20
554,13,paiement_facture,13487,gimac,2026-03-28
555,13,depot,76905,gimac,2025-12-08
556,13,achat_credit,106636,gimac,2026-05-06
557,13,achat_credit,93232,gimac,2026-03-07
558,13,transfert,86979,gimac,2026-04-27
559,13,depot,34621,gimac,2026-04-10
560,13,achat_credit,42853,gimac,2025-12-21
561,13,retrait,111080,gimac,2025-12-01
562,13,paiement_facture,25913,gimac,2026-02-27
563,13,paiement_facture,60788,gimac,2025-12-04
564,13,transfert,75157,gimac,2026-05-19
565,13,retrait,49448,gimac,2026-01-29
566,13,depot,72762,gimac,2026-01-15
567,13,depot,8394,gimac,2026-03-25
568,13,achat_credit,32854,gimac,2026-03-05
569,13,depot,76434,gimac,2026-03-22
570,13,paiement_facture,48556,gimac,2026-04-18
571,13,retrait,23223,gimac,2026-04-02
572,13,transfert,10291,gimac,2025-12-10
573,13,paiement_facture,90016,gimac,2026-01-30
574,13,depot,37598,gimac,2026-04-19
575,13,achat_credit,95987,gimac,2026-01-10
576,13,depot,98366,gimac,2025-12-09
577,13,paiement_facture,102257,gimac,2026-03-26
578,14,depot,10562,moov,2026-03-22
579,14,retrait,42543,moov,2025-12-04
580,14,transfert,37816,moov,2025-12-19
581,14,depot,9651,moov,2026-03-02
582,14,depot,37700,moov,2026-05-07
583,14,retrait,4280,moov,2026-04-04
584,14,retrait,7282,moov,2026-04-01
585,14,retrait,24580,moov,2025-12-23
586,14,achat_credit,22888,moov,2026-03-24
587,14,retrait,14879,moov,2026-01-24
588,14,transfert,19479,moov,2026-03-22
589,14,transfert,14537,moov,2026-03-21
590,14,retrait,41699,moov,2026-01-29
591,14,achat_credit,37396,moov,2026-03-15
592,14,paiement_facture,41016,moov,2026-05-03
593,14,achat_credit,17587,moov,2026-02-11
594,14,transfert,19425,moov,2026-01-31
595,14,achat_credit,33223,moov,2026-02-02
596,14,achat_credit,33289,moov,2026-05-18
597,14,paiement_facture,33163,moov,2026-05-02
598,14,transfert,24104,moov,2025-12-22
599,14,achat_credit,12665,moov,2026-04-09
600,14,achat_credit,20688,moov,2026-03-06
601,14,depot,26917,moov,2025-12-31
602,14,achat_credit,7735,moov,2026-02-27
603,14,retrait,8474,moov,2026-04-03
604,14,transfert,2675,moov,2026-05-22
605,14,achat_credit,22235,moov,2026-02-17
606,14,paiement_facture,41812,moov,2026-02-11
607,14,transfert,22157,moov,2026-02-14
608,14,depot,18857,moov,2026-05-05
609,14,transfert,17877,moov,2026-04-22
610,14,achat_credit,10088,moov,2026-04-12
611,14,paiement_facture,33670,moov,2026-03-19
612,14,paiement_facture,31131,moov,2026-01-13
613,14,achat_credit,4509,moov,2025-11-26
614,14,retrait,32215,moov,2026-02-04
615,14,paiement_facture,3561,moov,2026-01-21
616,14,depot,31026,moov,2025-12-13
617,14,retrait,29355,moov,2025-11-26
618,14,retrait,26893,moov,2026-03-18
619,14,transfert,12262,moov,2026-03-19
620,14,depot,36541,moov,2025-12-05
621,14,achat_credit,33658,moov,2026-04-24
622,14,depot,31006,moov,2026-02-11
623,15,retrait,35212,gimac,2026-04-05
624,15,paiement_facture,11584,gimac,2026-02-03
625,15,achat_credit,38688,gimac,2026-01-15
